PROC HitsPMain
ENDPROC
PROC Tagaosa_moot
943,ArcLStart,531.51,613.38,255.56
944,ArcLEnd,653.72,608.94,194.33
945,MoveL,657.28,415.67,487.92
950,MoveJ,708.82,589.48,349.92
951,ArcLStart,732.29,612.15,312.42
952,ArcL,721.14,612.59,306.41
953,ArcLEnd,660.86,607.69,192.53
954,MoveJ,659.87,534.23,289.89
955,MoveJ,656.91,166.38,784.04
956,MoveJ,655.16,-102.11,1008.14
962,MoveJ,629.05,106.87,1333.63
963,MoveJ,666.24,1407.62,346.58
966,MoveJ,388.60,678.79,1213.60
967,MoveJ,384.49,294.23,786.50
968,MoveJ,65.60,161.93,784.24
969,MoveJ,-229.88,281.25,701.83
970,ArcLStart,-229.82,242.03,655.30
971,ArcL,-84.08,165.89,578.50
972,ArcL,-27.66,140.23,549.05
973,ArcL,16.72,138.82,525.36
974,ArcLEnd,133.70,138.04,464.64
975,MoveJ,136.36,209.25,580.64
979,MoveJ,-36.62,215.87,637.30
980,ArcLStart,-77.82,169.87,614.91
981,ArcL,-14.48,137.24,582.80
982,ArcLEnd,24.32,136.30,561.78
983,MoveJ,26.28,211.80,629.17
984,MoveJ,454.07,297.49,698.34
988,MoveJ,462.46,181.06,454.07
989,MoveJ,373.51,148.16,352.75
990,ArcLStart,363.62,133.40,339.74
991,ArcLEnd,521.63,134.33,258.78
992,MoveJ,529.89,336.50,401.69
993,MoveJ,533.43,251.88,352.38
994,ArcLStart,531.13,134.57,252.75
995,ArcLEnd,657.61,136.14,189.32
996,MoveL,549.64,239.77,442.99
998,MoveJ,730.99,435.16,896.64
999,MoveJ,630.56,205.75,1267.74
1002,MoveJ,628.71,206.23,996.67
1003,MoveJ,897.19,986.56,937.18
1004,MoveJ,1264.54,861.62,340.94
1007,MoveJ,1033.09,580.58,354.82
1008,MoveJ,979.14,569.48,388.43
1009,ArcLStart,978.92,568.70,409.45
1010,ArcLEnd,979.79,595.48,407.03
1011,MoveL,991.84,562.72,392.18
1012,MoveJ,984.53,239.20,388.90
1013,ArcLStart,975.41,149.41,410.22
1014,ArcLEnd,974.88,173.69,411.07
1015,MoveJ,1127.32,173.99,318.93
1016,MoveJ,1123.72,259.36,389.60
1017,MoveJ,1120.90,-120.19,388.59
1018,MoveJ,1027.41,-315.13,387.66
1019,MoveJ,1587.39,-314.57,2238.78
1022,MoveJ,2571.99,-849.77,725.34
1023,MoveJ,1078.51,394.47,809.90
1024,MoveL,784.81,404.00,996.38
1025,MoveL,830.09,498.09,533.40
1026,ArcLStart,968.89,134.51,399.97
1027,ArcL,932.09,135.02,326.61
1028,ArcL,924.27,137.56,288.65
1029,ArcLEnd,916.79,146.87,290.75
1030,MoveL,860.28,390.12,368.97
1031,ArcLStart,966.40,607.71,401.95
1032,ArcL,930.19,608.39,328.98
1033,ArcL,923.99,606.70,286.47
1034,ArcLEnd,922.74,604.55,283.86
1035,MoveL,766.07,413.97,534.40
1036,MoveL,1931.24,112.08,1797.85
1055,MoveJ,2571.99,-849.77,725.34
ENDPROC
PROC Seest_alt
1073,MoveJ,-290.14,770.26,1028.88
1074,MoveJ,-43.63,789.96,1015.82
1075,ArcLStart,-30.35,722.48,992.87
1076,ArcL,4.24,779.21,976.32
1077,ArcL,4.75,783.75,972.21
1078,ArcL,-106.57,785.87,753.86
1079,ArcL,-111.66,783.39,751.13
1080,ArcLEnd,-145.83,729.02,766.75
1081,MoveJ,-215.14,772.76,801.30
1082,MoveJ,-208.50,762.42,1040.05
1083,ArcLStart,-30.79,723.95,992.18
1084,ArcLEnd,-145.93,726.55,773.14
1085,MoveJ,-373.93,893.47,896.85
1091,MoveJ,-174.00,-345.05,357.08
1092,MoveJ,-10.19,-84.76,986.05
1093,ArcLStart,-5.29,-25.23,972.07
1094,ArcL,-118.04,-25.80,755.94
1095,ArcL,-122.46,-23.08,751.12
1096,ArcL,-153.48,32.59,768.13
1097,ArcL,-152.80,36.92,774.93
1098,ArcL,-39.28,36.72,991.14
1099,ArcL,-35.16,32.79,991.93
1100,ArcLEnd,-4.28,-21.64,975.36
1101,MoveJ,-61.03,-65.95,1001.68
1108,MoveJ,1208.50,-67.48,645.00
1109,MoveJ,878.05,-71.80,532.67
1110,ArcLStart,911.48,1.66,499.56
1111,ArcL,866.81,-37.76,522.04
1112,ArcL,859.31,-43.24,520.79
1113,ArcL,749.03,-43.15,305.63
1114,ArcL,748.23,-38.21,296.26
1115,ArcLEnd,795.12,2.54,270.09
1116,MoveL,821.17,-27.30,258.63
1117,MoveL,823.25,-19.25,258.87
1118,ArcLStart,801.74,5.40,268.33
1119,ArcL,805.46,3.98,276.41
1120,ArcLEnd,913.95,3.05,493.11
1121,MoveJ,1036.00,-137.14,436.44
1122,MoveJ,771.13,-196.57,635.64
1126,MoveJ,617.87,726.47,902.15
1127,MoveJ,938.69,1079.18,390.78
1128,MoveJ,725.96,833.32,299.94
1129,ArcLStart,807.48,733.81,271.76
1130,ArcL,760.43,775.23,297.72
1131,ArcL,760.07,777.51,303.26
1132,ArcL,871.56,777.98,519.92
1133,ArcL,877.73,774.28,523.84
1134,ArcL,923.64,733.95,501.06
1135,ArcL,925.38,729.96,494.21
1136,ArcLEnd,813.74,731.41,274.30
1137,MoveJ,908.61,863.35,230.68
ENDPROC
